lemma	docs	occurrences
варфоломеевский	150	232
утихомириться	147	159
пестреть	1091	1491
первосвященник	329	964
респектабельный	537	714
лысина	1334	2425
точить	1655	2623
заверять	665	865
словоохотливый	623	805
повышаться	1714	2191
поджидать	2052	3660
ропот	1249	2033
ситуация	14566	42475
фигурный	791	1533
мертветь	172	201
чечетка	199	273
мимо	9705	40667
этюд	1221	3199
втолкнуть	451	559
саянский	87	133
задаром	438	644
собачонок	585	951
презентация	1081	1661
люберецкий	98	200
закричать	5398	25387
раздумать	868	1204
импульсный	266	586
адвентист	46	153
удлинить	926	2121
загс	636	1271
парашютист	305	718
выстроить	3681	7023
раскидать	11	12
затылок	3704	10008
сгусток	651	1014
рассечь	811	1119
архаровец	65	84
позвонить	4907	23377
несомненно	6730	17987
напротив	9453	30482
одеваться	3827	8375
родственник	6871	19255
молодка	163	261
металлургия	814	1972
разгружать	511	615
клубничный	197	240
свинец	1553	3263
гонец	740	2158
дворец	6525	31632
пластичность	355	492
намылить	344	420
середа	265	571
докурить	351	443
ненастоящий	455	642
паломник	584	1790
депутат	6919	21245
айда	548	1062
загорелый	1733	3253
переживание	2993	9112
фото	2786	5721
подозрительно	1959	3291
просветлеть	603	782
блоха	1037	2111
светящийся	1635	3004
балаболка	75	87
наделять	806	1001
компакт	85	127
пожалеть	4407	10007
стремиться	10873	27540
отговорить	585	717
приступить	6334	11838
высветить	346	442
ракетный	1165	3722
спасаться	2549	4280
караван	1170	4920
официант	1189	3713
прочь	4296	10939
бабай	141	1143
припоздниться	177	213
молчание	6123	19527
норма	7191	19746
выздоравливать	987	1451
пеклевать	43	65
решить	26074	105240
чистюля	137	152
запрещение	1870	3290
выплачивать	1133	1496
необычный	5718	10744
нудно	459	570
упорствовать	851	1131
брать	17108	73950
четкость	843	1116
подъездной	356	521
курносый	744	1269
пирога	2409	5819
производиться	6040	12475
пропускать	4143	7194
компактный диск		
папка	1790	5959
дистрофический	31	76
проскрипеть	220	285
пугало	1878	3027
желоб	475	838
польстить	1112	1655
переставить	686	826
засиять	872	1137
слепец	704	1744
уважаемый	4487	8450
пиликать	146	185
оформить	2960	4846
скатка	69	135
преградить	749	972
митрополит	2477	12016
очередность	345	482
выкладывать	1312	1896
камчатка	872	2298
извинение	1878	2968
снарядный	135	208
брошюра	2066	4606
подстригать	216	245
щадить	2127	3453
льдинка	318	538
подсветить	326	417
выгибать	242	288
плевра	37	112
наклеить	923	1212
рубашка	4476	13361
стартерный	6	6
Франция	8803	30501
терпимый	1357	1819
почерпнуть	1297	1695
помертветь	364	477
бобик	123	323
застирать	246	317
откомандировать	339	433
осинка	140	197
быстренько	762	1358
мвд	1682	4037
вниз	8093	31557
лакейский	454	754
миграция	713	1885
содрать	1176	1671
язычник	906	2641
какой	38430	390284
разбойник	3510	11491
паясничать	207	258
ремешок	862	1446
волосок	1496	2670
напев	826	1334
медиа	546	1107
присяжный	1602	5263
гриф	552	1203
взамен	2750	4186
трапезный	251	483
рассказывать	15954	74823
заасфальтировать	110	120
вороний	639	1013
ваять	151	172
подписаться	1314	1964
многогранный	551	665
